age;gender;employ;emplyoment_change;current_country;live_in_home_country;family_status;fami_cor;living_situation;livwadu;livwchi;time_leisure;gam_freq;beh_ch_general;beh_ch_single_player;beh_ch_coll;beh_ch_comp;beh_ch_conn;motives_play_1;motives_play_2;motives_play_3;motives_play_4;motives_play_5;motives_play_6;motives_play_7;motives_play_8;motives_play_9;motives_play_10;motives_play_11;motives_play_12;motives_play_13;motives_play_14;motives_play_15;motives_play_16;motives_play_17;motives_play_18;motives_play_19;motives_play_20;motives_play_21;motives_play_22;motives_play_23;motives_play_24;motives_play_25;loneliness_1;loneliness_2;loneliness_3;loneliness_4;loneliness_5;loneliness_6;loneliness_7;loneliness_8;loneliness_9;loneliness_10;loneliness_11;loneliness_12;loneliness_13;loneliness_14;loneliness_15;loneliness_16;loneliness_17;loneliness_18;loneliness_19;loneliness_20;loneliness_21;loneliness_1_rec;loneliness_5_rec;loneliness_6_rec;loneliness_10_rec;loneliness_11_rec;loneliness_16_rec;loneliness_17_rec;loneliness_20_rec;loneliness_21_rec;MOT_social;MOT_escape;MOT_competition;MOT_coping;MOT_skill;MOT_fantasy;Loneliness_sum
25;2;3; ;Germany;2;1;1;2;0;0;4;3;3;2;4;4;4;1;2;4;4;3;5;1;1;3;3;4;1;4;1;2;1;3;1;3;1;1;2;3;4;4;3;3;2;3;3;3;4;3;3;3;2;1;2;1;3;3;1;2;2;4;4;2;2;2;2;3;2;4;1;1;2,25;1,25;2,75;2,75;3,5;2,75;44
36;2;3; ;Germany;2;1;1;2;0;0;3;3;5;3;3;3;3;1;4;1;4;3;4;1;5;5;5;4;4;1;5;1;2;4;4;1;1;4;1;1;1;4;1;1;1;3;2;2;4;2;4;1;1;4;4;4;4;1;3;4;4;2;2;4;3;3;4;4;4;2;3;3;1;4,5;2;3;3;4;65
21;1;3; ;Germany;2;2;2;2;1;0;3;3;3;3;3;3;3;1;4;4;2;2;1;2;2;2;4;1;1;2;2;1;1;2;1;1;1;1;4;4;2;2;3;4;1;1;4;3;4;2;2;4;3;1;1;1;1;3;4;3;2;3;4;2;1;2;1;2;2;1;2;1;1,5;2,25;2,75;2,75;1,75;1,25;33
32;2;3; ;Germany;2;1;2;2;1;0;4;3;3;2;4;4;5;1;1;2;4;2;1;2;1;2;4;4;2;5;1;2;1;2;2;4;1;1;2;2;1;3;3;3;2;3;3;2;4;1;3;3;3;1;1;3;2;4;3;3;2;3;3;2;2;3;2;2;1;2;2;2;3;1;2;2,75;2,25;2;42
39;2;3; ;Germany;2;2;1;2;1;0;4;3;5;5;4;4;4;1;2;2;2;1;1;2;2;4;3;2;1;1;2;3;2;1;2;3;1;2;2;2;1;3;3;3;2;2;3;3;4;3;3;3;3;2;2;3;3;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;1,75;2;2,75;2,25;1,25;1,75;45
42;2;5; ;Germany;2;2;1;2;0;0;4;3;3;3;3;3;3;1;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;5;3;2;1;2;2;2;4;3;3;3;3;3;2;2;3;2;3;3;3;4;4;2;3;3;2;2;3;2;1;1;1;1,25;1;1,75;1;2,5;46
30;2;3; ;Germany;2;2;2;2;1;0;4;3;3;3;3;3;3;1;2;2;4;2;4;2;3;1;5;2;2;2;2;1;2;2;2;2;1;2;1;1;2;5;2;2;1;1;4;3;4;2;3;2;3;2;1;3;2;4;3;2;3;4;4;3;1;2;3;2;1;2;1;1;1,75;2,25;1,25;3;2;3,25;38
34;2;2; ;Germany;2;2;2;3;1;0;4;3;4;4;2;3;4;2;4;2;4;4;5;4;3;2;4;4;3;4;2;1;2;3;2;2;1;2;1;2;4;4;3;3;2;3;3;3;4;3;3;2;3;2;3;2;2;2;2;3;2;4;3;2;2;2;3;2;3;3;1;2;3;2,75;1,5;3;3,75;3,5;48
39;2;3; ;Germany;2;1;3;2;0;0;4;3;4;4;3;3;3;1;2;1;3;1;1;1;2;2;3;2;1;1;2;1;1;1;1;1;1;2;1;2;1;1;3;3;3;2;3;2;4;2;3;3;2;3;3;2;3;3;2;3;3;3;2;2;2;3;2;3;2;3;2;3;1;2;1,25;2,25;1,25;1;52
48;2;4;3;Germany;2;2;1;2;1;0;4;3;4;3;4;3;4;4;2;2;3;1;1;5;2;2;3;2;1;4;2;2;2;2;1;4;1;1;1;3;2;3;3;3;2;1;3;3;4;3;3;3;3;1;1;2;1;3;3;3;3;2;3;2;2;2;2;2;2;2;3;2;4,25;1,75;1,75;2,75;1,75;1,5;42
48;2;3; ;Finland;2;2;1;2;0;0;3;3;4;3;3;3;3;1;3;1;2;2;2;1;2;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;2;3;2;1;2;3;2;4;2;3;3;3;3;3;3;2;4;4;2;3;4;4;2;2;3;2;2;1;1;1;1;1;2;1,25;2;1,25;1,5;41
19;2;2; ;Germany;2;1;1;1;4;0;4;3;3;3;3;3;3;1;1;5;1;1;1;1;1;5;1;5;1;1;1;5;1;1;1;2;1;1;5;1;1;1;2;1;1;1;4;1;4;3;4;1;1;1;1;1;1;4;3;2;1;4;4;3;1;4;4;4;1;2;1;1;1,25;1;5;1;2;1;38
51;2;3; ;Luxembourg;2;2;2;2;3;0;4;3;3;3;3;3;3;1;2;2;2;3;2;2;1;2;2;3;2;3;1;1;1;3;2;2;1;1;1;2;4;2;4;3;1;1;4;4;4;1;3;4;4;1;1;1;1;4;4;2;2;4;4;1;1;1;1;1;1;1;1;1;2;1,25;1,5;1,75;3,25;2;26
27;1;3; ;Austria;2;2;3;2;3;0;4;3;5;3;3;3;3;1;1;1;4;4;1;1;1;3;5;5;1;1;1;1;2;3;1;1;1;1;1;4;2;2;4;3;2;2;3;3;4;3;3;4;4;2;1;1;2;4;4;1;3;4;4;1;2;2;1;1;1;1;1;1;1;1;1,5;3,75;3,5;1,25;34
25;2;3; ;Austria;2;2;2;2;0;0;4;3;4;3;3;3;3;1;1;4;3;1;1;1;1;3;2;2;1;1;1;1;1;2;1;1;1;1;3;2;1;2;4;4;1;1;4;4;4;3;2;4;4;1;1;1;1;4;4;1;2;4;4;1;1;1;1;1;1;1;1;1;1;1;2,75;2;1,5;1,25;27
32;2;3; ;Germany;2;2;3;3;2;0;4;3;5;5;3;3;3;1;3;2;3;1;4;1;2;3;1;2;3;1;1;1;1;1;2;1;1;1;3;1;1;5;4;3;1;2;3;4;4;3;3;3;3;2;1;2;2;4;4;3;3;4;4;1;2;1;2;2;1;1;1;1;1;1,75;2,25;1,5;1,25;3,5;37
33;2;3; ;Germany;2;2;2;2;1;0;4;3;4;2;4;3;5;1;2;1;2;1;5;4;1;5;4;1;1;2;2;1;2;1;2;2;1;1;3;2;1;5;3;3;1;1;3;3;4;2;2;3;3;2;1;1;3;4;3;4;2;4;4;2;2;2;2;2;1;2;1;1;2,25;1,5;2,5;2,5;1;3,25;37
38;2;4; ;Germany;2;1;1;2;0;0;4;3;4;3;3;3;3;1;2;1;2;2;1;1;1;2;2;3;1;1;1;1;1;2;1;1;1;1;2;1;2;3;2;2;2;2;4;3;4;1;3;4;3;1;1;1;1;4;3;2;2;4;4;3;1;2;1;2;1;2;1;1;1;1,25;1,5;1,5;2,25;1,5;32
35;4;3; ;Luxembourg;2;1;1;2;0;0;4;3;4;3;3;3;3;1;1;4;1;3;1;1;1;3;2;3;1;2;2;1;1;2;1;1;1;1;2;1;2;2;4;2;1;1;4;4;4;2;1;4;4;1;1;1;1;4;4;2;2;4;4;1;1;1;1;1;1;1;1;1;1,25;1,25;2,5;1,25;2,5;1,25;24
35;2;3; ;Austria;2;1;2;2;0;0;4;3;4;1;4;3;5;1;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;2;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;2;3;2;3;3;3;3;2;2;2;2;2;2;3;2;2;1,75;2;2;2,75;2,25;2,25;52
27;2;3; ;Germany;1;2;2;2;1;0;4;3;4;3;3;3;3;1;2;2;3;2;1;1;1;2;3;2;1;1;1;1;2;3;1;1;1;1;1;3;2;3;3;3;1;1;3;3;4;2;3;3;2;2;2;2;2;3;3;2;2;4;4;2;2;2;2;3;2;2;1;1;1;1,25;1,5;2,75;2,25;1,5;39
36;2;3; ;Germany;2;2;1;2;1;1;4;3;4;3;3;4;3;1;4;4;4;4;5;1;2;4;5;4;2;1;4;3;5;5;1;1;1;4;4;5;4;2;3;2;2;2;2;2;4;2;3;2;2;3;1;2;3;3;4;4;3;3;3;2;3;3;3;3;2;1;2;2;1;3,5;3,75;4,75;4,25;2,5;48
51;2;3; ;Germany;2;2;1;2;0;0;4;3;3;3;3;3;3;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;2;1;1;1;1;2;2;2;4;3;3;2;4;4;4;2;2;3;3;1;2;1;1;3;3;2;3;4;4;1;1;1;2;2;2;2;1;1;1;1,75;1,5;1,75;1,75;2;35
29;2;4; ;Germany;2;2;2;2;0;0;4;3;4;4;3;3;3;1;2;1;4;2;2;1;3;4;5;2;1;2;4;2;1;2;1;1;1;3;2;4;2;2;4;3;2;3;4;3;4;3;3;2;2;2;2;3;3;2;3;3;3;4;4;1;1;2;3;3;3;2;1;1;1,25;3;2,25;3,5;2;1,5;47
33;2;3; ;Germany;2;2;1;2;4;3;3;3;3;3;3;3;3;1;2;2;4;3;5;1;4;3;5;2;4;2;4;2;1;3;4;2;1;3;2;4;3;4;3;3;2;1;4;3;4;4;3;4;2;1;1;1;1;4;3;2;2;4;4;2;1;2;1;3;1;2;1;1;1,5;3,25;2,25;3,5;2,75;4,25;35
30;2;3; ;Germany;2;1;2;2;0;0;4;3;3;1;1;3;4;1;2;4;2;4;4;2;2;4;3;4;1;2;1;2;1;4;2;1;1;1;2;2;4;2;3;2;1;2;4;3;4;1;3;2;2;1;1;2;1;3;3;4;2;3;3;2;1;2;3;3;2;2;2;2;1,5;1,5;3;2;4;2,25;39
22;2;2; ;Germany;2;1;1;2;2;0;4;3;4;4;3;3;3;1;1;2;5;1;3;1;5;3;2;2;1;1;5;2;1;1;1;3;1;1;2;2;1;5;3;2;1;2;3;3;4;1;2;2;4;2;1;1;1;4;4;4;2;4;4;2;2;2;3;1;1;1;1;1;1,5;3;2,25;2,5;1,25;2,5;33
38;2;3; ;Germany;2;1;1;3;0;0;3;3;5;4;5;3;4;2;4;2;2;2;4;3;2;2;4;3;2;2;2;1;4;3;2;3;1;2;1;1;2;3;3;3;1;1;4;2;4;3;3;2;3;2;2;3;3;4;3;4;2;4;4;2;1;3;3;2;1;2;1;1;2,5;2,5;1,5;2,75;2,5;2,75;43
26;1;3; ;Germany;2;1;2;2;1;0;4;3;4;3;4;3;5;1;2;1;2;1;5;2;1;2;2;1;3;2;1;1;2;1;2;1;1;1;1;2;1;3;4;2;2;1;4;4;4;3;2;4;3;2;1;1;1;4;4;1;1;4;4;1;1;1;1;2;1;1;1;1;1,5;1,25;1,25;2;1;3,25;27
23;2;3; ;Germany;2;1;3;2;3;0;4;3;5;3;5;5;4;1;4;4;1;3;1;2;3;4;5;4;1;1;4;3;1;4;1;2;1;2;4;4;4;3;4;3;1;1;4;4;4;1;2;4;3;1;1;1;3;3;3;3;1;4;4;1;1;1;1;2;2;2;1;1;1,5;3,25;3,75;2,75;3,75;1,5;30
35;2;6; ;Germany;2;2;1;2;1;0;5;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;2;2;2;4;3;2;2;3;4;4;3;3;3;4;2;3;3;3;3;3;3;3;4;4;1;2;1;2;1;2;2;1;1;2;2;1,5;1,75;2;1,75;43
36;2;3; ;Germany;2;2;3;2;1;2;4;3;4;3;3;3;3;1;1;2;1;4;5;1;1;2;4;4;1;5;1;2;1;4;1;1;1;1;2;4;4;5;3;2;1;1;3;3;4;3;3;4;3;3;3;2;1;4;2;3;2;4;4;2;2;2;1;2;1;3;1;1;2;1;2;2,5;4;3;39
23;2;4; ;Germany;2;2;1;2;1;0;4;3;4;5;3;3;4;1;2;2;4;4;2;4;5;2;4;4;2;3;4;2;1;3;2;3;1;1;1;2;3;5;4;1;2;1;4;3;4;3;3;3;3;2;2;1;1;4;3;2;1;4;4;1;1;2;2;2;1;2;1;1;2,75;3;1,75;2,75;3,5;2,75;32
20;1;2; ;Germany;2;2;1;3;1;0;4;3;4;4;3;3;3;1;1;2;4;1;1;1;1;3;3;1;1;1;2;4;1;2;1;1;1;1;1;3;1;1;4;3;1;1;3;4;4;2;3;4;3;1;3;3;2;4;4;3;1;4;4;1;2;1;1;2;1;1;1;1;1;1,25;2,5;2,75;1,25;1;34
24;2;3;2;Germany;2;1;1;3;1;0;4;3;2;3;3;3;4;1;4;5;3;4;1;4;1;5;4;3;1;3;3;2;1;4;1;3;1;2;3;2;4;2;4;4;2;1;4;3;4;3;2;3;2;2;1;2;3;4;4;3;2;3;4;1;1;2;2;3;1;1;2;1;2,75;2,5;3,75;2,5;3,75;1,25;39
25;2;3; ;Germany;2;1;1;2;0;0;4;3;4;3;3;3;4;1;1;5;4;1;1;1;2;5;4;1;3;1;2;1;1;1;1;1;1;1;5;4;1;2;1;3;4;4;4;2;4;3;3;1;1;3;3;4;3;2;1;4;3;1;1;4;1;3;4;4;3;4;4;4;1;1,5;4;3,25;1;1,75;68
30;2;2; ;Germany;2;1;1;2;32;0;4;3;2;4;2;2;2;1;4;2;2;1;2;4;5;3;4;2;1;3;5;2;1;1;1;4;1;2;4;4;1;5;4;2;1;2;4;4;4;3;2;4;4;2;1;1;1;4;4;3;2;4;4;1;1;1;1;1;1;1;1;1;3;4;2,75;2,75;1,25;2,25;29
24;2;3; ;Germany;2;2;1;2;1;0;4;4;5;5;5;5;5;1;2;3;4;4;3;4;2;5;5;3;1;2;2;5;1;5;1;2;1;2;4;5;5;4;3;2;3;3;2;2;4;3;2;3;2;2;3;3;3;2;3;2;3;3;3;2;3;3;2;3;3;2;2;2;2,25;2;4,25;3,75;4,25;2,25;51
28;1;3; ;Austria;2;2;2;2;1;0;4;4;5;4;3;4;3;1;2;3;1;2;1;1;1;1;2;2;1;2;1;2;1;2;1;2;1;1;2;2;2;2;4;3;1;2;4;3;4;2;2;4;4;3;2;1;1;4;4;3;2;4;4;1;1;2;1;1;1;1;1;1;1,5;1,25;2;1,5;2;1,25;32
39;2;3; ;Germany;2;1;2;2;0;0;4;4;3;3;3;3;3;1;2;1;2;1;2;1;2;2;3;1;4;1;2;1;1;1;4;1;1;1;1;2;1;4;2;2;3;4;1;2;4;2;3;3;2;2;3;4;2;4;2;2;2;4;2;3;4;3;2;3;1;3;1;3;1;1,75;1,25;2;1;3,5;52
28;2;3; ;Germany;2;2;2;1;3;0;4;4;4;3;3;3;3;1;2;3;2;4;3;2;1;2;5;5;3;2;1;2;1;5;3;2;1;2;1;5;5;3;3;2;1;2;3;3;4;1;2;2;2;2;2;2;2;3;4;3;2;3;3;2;2;2;3;3;2;1;2;2;1,75;1,5;2;3,25;4,75;3;40
49;2;5; ;Germany;2;1;3;1;0;0;4;4;3;3;3;3;3;1;4;2;5;4;2;1;2;1;4;2;1;1;2;2;2;2;3;2;1;2;2;4;2;3;4;2;3;4;2;3;4;3;2;3;1;2;2;2;3;2;3;4;3;4;3;1;3;2;2;4;3;2;1;2;1,25;2,5;1,75;3,75;2,5;2,25;50
39;2;3; ;Germany;2;3;2;2;0;1;4;4;3;3;3;3;3;1;2;2;3;4;3;2;1;4;5;2;1;2;3;1;2;3;4;2;1;3;1;3;2;4;3;3;1;2;3;3;4;2;2;3;3;2;1;2;1;4;3;3;2;4;4;2;2;2;2;2;1;2;1;1;1,75;2,25;2;3,25;2,75;3;36
50;2;3; ;France;2;2;1;1;2;0;4;4;5;5;3;3;3;1;4;1;4;4;4;1;2;4;5;4;2;1;3;1;3;4;2;1;1;2;1;3;4;4;3;2;2;2;3;3;4;2;2;4;3;2;2;2;2;3;3;2;2;3;3;2;2;2;1;2;2;2;2;2;1;2,75;1,75;3,75;4;3;39
28;2;3; ;Germany;2;1;2;2;0;0;4;4;3;3;3;3;3;1;2;2;4;1;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;4;1;4;3;2;1;1;3;3;4;1;2;4;3;1;1;1;1;4;4;2;3;4;4;2;2;2;1;2;1;1;1;1;1;1,75;1,25;2,75;1;2;29
34;2;3; ;Germany;2;1;1;2;0;0;5;4;4;5;4;3;3;1;3;2;5;3;4;3;1;4;4;3;3;4;2;2;2;3;3;3;1;2;2;4;4;5;3;2;2;2;4;3;4;2;3;2;2;2;2;2;2;4;2;3;2;4;4;2;1;2;3;3;1;3;1;1;2,75;2;2,5;3,75;3,25;3,75;41
34;2;3; ;Germany;2;1;1;2;1;0;4;4;3;3;3;3;3;1;4;1;4;3;4;1;2;4;4;3;1;2;3;3;1;2;2;1;1;2;2;2;2;4;3;2;4;4;3;4;4;2;2;2;2;3;3;3;3;3;3;4;3;3;3;2;2;1;3;3;2;2;2;2;1,25;2,75;2,5;2,75;2,5;2,75;52
33;2;6;4;Germany;2;2;1;2;0;0;4;4;3;3;3;3;3;1;2;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;1;2;2;1;4;3;2;2;2;3;3;4;3;3;3;3;2;2;3;3;4;3;3;2;4;4;2;2;2;2;2;1;2;1;1;1;1,75;1,5;2;1;2,5;42
33;2;3; ;Germany;2;1;2;2;0;0;4;4;4;3;3;5;5;2;2;5;5;3;5;5;2;5;5;4;3;2;3;5;4;4;4;4;1;1;4;4;3;5;2;1;4;1;4;3;4;2;1;1;2;3;2;4;2;4;4;3;3;3;4;3;1;2;4;3;1;1;2;1;3,25;2;4,75;4,5;3,5;4,25;44
28;2;3; ;Germany;2;1;1;1;0;0;4;4;3;3;3;3;3;1;1;5;2;4;1;1;1;3;1;4;1;1;1;4;1;4;1;1;1;1;4;1;4;1;4;1;2;3;4;3;4;3;3;3;2;1;3;2;1;3;3;4;2;4;4;1;1;2;2;3;2;2;1;1;1;1;4;1,25;4;1;40
23;2;2; ;Germany;2;1;2;2;0;0;4;4;3;3;3;3;3;1;2;4;3;1;2;4;1;4;3;2;2;3;1;2;1;3;2;4;1;1;3;2;2;4;3;2;3;3;4;3;4;2;2;3;2;2;1;1;1;3;2;3;2;3;3;2;1;2;2;3;2;3;2;2;3;1,25;3,25;2,25;2;2,5;41
27;2;2; ;Germany;2;1;1;1;2;0;5;4;3;3;3;3;3;1;1;5;5;5;2;3;2;4;5;5;2;2;2;2;1;1;1;1;1;1;5;1;5;5;3;2;2;3;3;2;4;3;3;4;3;1;1;3;3;4;2;2;1;4;4;2;2;3;1;2;1;3;1;1;1,75;1,5;4;3;4;2,5;40
22;2;3; ;Germany;2;2;1;2;0;0;4;4;3;3;3;3;2;1;3;4;4;2;5;4;1;1;3;4;1;4;1;1;1;3;1;4;1;2;1;4;2;5;3;1;1;1;2;3;4;2;3;4;3;1;1;1;1;3;4;2;2;4;4;2;3;2;1;2;2;1;1;1;3,25;1,75;1,75;3;2,75;3;31
35;2;3; ;Germany;2;2;1;2;1;0;4;4;1;1;1;1;1;1;2;1;4;5;1;1;1;1;5;5;1;1;1;1;1;5;1;1;1;1;1;5;5;1;4;3;1;1;4;4;4;2;1;4;4;1;1;1;1;4;4;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1,25;1;3,75;5;1;23
33;2;3; ;Germany;2;2;2;2;1;0;3;4;2;3;3;3;3;2;1;2;3;1;1;2;1;2;4;2;1;3;1;2;1;1;1;1;1;1;2;2;1;2;3;1;1;1;2;3;4;3;3;3;3;2;2;2;1;3;3;3;2;3;3;2;3;2;2;2;2;2;2;2;2;1;2;2,5;1,25;1,25;40
34;2;3; ;Germany;2;1;3;2;0;0;4;4;3;4;3;3;3;2;2;2;2;4;2;2;2;4;2;4;2;3;2;2;2;3;2;3;1;2;2;2;4;2;3;2;2;2;4;3;4;2;2;3;3;2;2;2;2;4;3;3;2;4;4;2;1;2;2;2;1;2;1;1;2,5;2;2,5;2;3,75;2;37
41;2;3; ;Germany;2;2;2;2;1;1;4;4;3;3;3;3;3;1;2;1;2;1;2;1;2;2;4;1;2;2;2;1;1;1;2;2;1;1;1;4;1;2;3;3;2;1;2;3;4;2;2;2;3;2;3;2;1;4;4;3;2;4;4;2;3;2;3;2;1;1;1;1;1,5;1,75;1,25;2,75;1;2;39
25;2;3; ;Germany;2;2;1;2;1;0;4;4;4;4;4;4;4;1;3;3;4;3;4;2;2;3;5;3;2;2;3;2;2;2;3;3;1;1;2;4;2;5;4;2;1;1;4;4;4;3;3;3;4;1;2;2;2;4;4;2;1;4;4;1;1;1;2;1;1;1;1;1;2;2,25;2,5;3,75;2,5;3,5;30
31;2;3; ;Germany;2;2;1;2;1;0;4;4;4;3;3;3;4;1;3;2;5;4;4;2;4;4;5;4;4;3;4;2;1;2;4;4;1;2;3;5;4;5;4;2;1;1;4;3;4;2;3;3;3;2;1;1;1;4;4;3;1;4;4;1;1;2;2;2;1;1;1;1;2,5;3,25;2,75;4;3,5;4,25;30
24;1;2; ;Germany;2;2;1;2;1;0;4;4;5;4;4;3;3;1;5;5;5;2;2;1;2;4;4;4;1;5;2;2;1;2;1;5;1;4;4;4;4;4;4;3;1;1;3;4;4;1;2;4;4;2;2;1;2;4;4;2;1;4;4;1;2;1;1;1;1;1;1;1;3;3,25;3,75;3,5;3;2;28
29;2;3; ;Germany;2;2;1;2;1;0;4;4;5;4;3;3;4;1;3;2;2;2;4;1;2;3;3;2;1;2;2;2;2;2;1;2;1;2;1;2;2;3;3;3;1;1;4;3;4;1;2;3;4;2;1;1;1;3;3;3;1;4;4;2;1;2;2;1;2;2;1;1;1,5;2,25;2;2,25;2;2,25;31
37;2;3; ;Germany;2;2;2;1;0;0;4;4;3;3;3;3;3;1;5;1;4;1;1;1;2;1;4;1;1;1;4;1;1;1;1;1;1;1;1;2;1;2;2;1;3;3;1;1;4;3;3;2;1;4;3;3;3;1;3;4;3;4;4;3;4;4;3;4;4;2;1;1;1;3;1;2,75;1;1,25;59
30;2;3; ;Germany;2;2;1;1;1;0;4;4;3;3;3;3;3;1;1;2;2;1;3;1;2;2;2;1;1;2;2;1;1;1;2;2;1;1;1;2;1;3;3;2;1;1;4;4;4;2;2;3;3;2;1;1;1;3;4;3;2;4;4;2;1;1;2;2;2;1;1;1;1,5;1,5;1,5;1,75;1;2,25;31
40;1;4; ;Germany;2;1;2;2;0;0;4;4;3;3;3;3;3;1;4;1;5;4;4;1;2;1;5;4;1;2;2;1;2;4;1;2;1;2;1;2;4;4;3;2;3;2;2;2;4;2;2;3;3;2;2;3;2;3;2;3;3;2;3;2;3;3;2;2;2;3;3;2;1,5;2,5;1;3,5;4;2,5;48
43;2;4; ;Germany;2;2;1;4;1;2;4;4;4;4;3;4;3;1;1;4;4;1;1;1;1;2;3;1;1;3;1;2;2;2;1;1;1;2;2;2;2;2;3;2;1;1;3;3;4;1;2;3;3;3;1;1;1;3;4;2;1;4;4;2;2;2;2;2;2;1;1;1;1,5;1,25;2,5;2,75;1,5;1,25;31
36;2;3; ;Germany;2;2;1;2;1;0;4;4;3;3;5;5;5;1;4;4;5;4;2;2;1;4;5;2;1;1;1;2;2;2;2;1;1;1;2;4;2;4;3;3;1;2;4;3;4;2;2;4;4;2;2;2;3;4;3;3;2;4;4;2;1;2;1;1;1;2;1;1;1,25;1,75;3;4;2,5;2,25;36
20;2;2;4;Germany;2;1;1;2;3;0;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;5;5;4;3;4;4;4;1;1;4;4;1;4;4;3;1;4;3;3;3;3;1;2;4;4;3;4;2;4;2;4;4;2;2;3;3;4;4;2;4;3;1;3;3;3;1;1;4;4;4,25;3,25;2,25;3,5;57
28;2;3; ;Germany;2;2;1;2;1;0;4;4;4;3;3;3;3;1;5;2;5;4;4;2;4;3;5;3;2;1;4;2;4;4;3;1;1;4;2;5;1;5;4;3;1;1;4;4;4;3;3;3;3;2;2;1;1;4;4;2;2;4;4;1;1;1;2;2;1;1;1;1;1,25;4,25;2,25;4,75;3;3,5;32
39;2;3; ;Germany;2;2;2;2;2;0;4;4;4;4;3;3;1;1;2;1;4;1;2;1;2;2;3;1;3;1;3;1;1;1;3;1;1;2;1;3;1;5;3;2;1;1;3;2;4;1;1;1;3;1;1;3;1;4;2;2;1;4;4;2;2;3;4;2;1;3;1;1;1;2,25;1,25;2,75;1;3,25;34
35;2;3; ;Germany;2;2;2;3;1;0;4;4;3;3;3;3;3;2;1;5;1;4;1;1;1;5;1;1;1;3;3;1;1;3;3;4;1;1;5;2;4;5;4;4;1;1;3;3;4;3;3;4;3;1;1;1;3;3;4;1;2;4;4;1;2;2;1;2;2;1;1;1;2,5;1,5;4;1,25;3;2,5;34
23;2;2; ;Germany;2;1;1;2;2;0;3;4;2;3;2;2;3;1;3;4;3;3;2;1;2;4;4;2;1;1;2;3;1;2;1;1;1;3;3;3;1;1;4;3;3;2;3;3;4;2;2;3;3;2;2;3;2;4;3;2;2;4;4;1;2;2;2;2;1;2;1;1;1;2,5;3,5;2,75;2;1,25;39
23;2;6; ;Germany;2;1;3;2;7;0;5;4;3;3;3;3;3;2;4;3;5;2;2;2;4;4;5;2;2;3;4;2;2;2;2;2;1;2;2;2;2;2;3;2;3;3;2;2;4;3;2;2;2;2;2;2;2;3;2;4;3;2;2;2;3;3;3;3;2;3;3;3;2,25;3,5;2,75;3,5;2;2;53
24;2;2; ;Germany;2;1;1;2;4;0;4;4;4;3;3;3;4;1;2;2;1;2;2;3;1;2;2;2;1;3;1;2;1;2;1;3;1;1;2;1;2;1;3;3;1;1;4;3;4;2;2;4;3;1;1;2;1;4;3;2;2;4;4;2;1;2;1;2;1;2;1;1;2,5;1,25;2;1,25;2;1,25;31
40;2;5; ;Germany;2;2;1;2;1;3;3;4;3;3;3;3;3;1;1;1;2;1;4;1;1;2;4;1;1;2;1;1;1;1;1;1;1;1;2;1;1;5;4;3;1;1;4;4;4;1;1;4;4;1;1;1;1;4;4;1;2;4;4;1;1;1;1;1;1;1;1;1;1,25;1;1,5;2;1;2,75;23
31;1;4; ;Germany;2;2;2;3;1;2;3;4;1;4;2;2;2;1;5;1;5;1;1;1;3;1;5;2;1;1;2;1;3;1;1;1;1;2;1;4;2;2;3;3;3;1;2;3;4;2;2;3;3;2;1;2;3;3;3;1;3;2;3;2;3;2;2;2;2;2;3;2;1;3;1;4,25;1,5;1,25;43
31;2;5; ;Germany;2;2;2;2;1;0;4;4;4;4;4;4;4;1;4;2;4;2;1;4;2;1;4;2;1;4;2;1;1;2;1;4;1;1;1;2;2;4;3;3;2;2;3;3;4;2;2;2;2;2;2;2;4;2;3;2;3;3;3;2;2;2;3;3;3;2;2;2;3,25;2,25;1,25;2,75;2;1,75;47
37;2;3; ;Germany;2;1;3;2;0;0;4;4;5;5;3;3;3;1;2;1;4;2;3;1;1;4;4;4;2;1;1;1;1;4;2;1;1;1;1;2;4;4;3;3;1;1;4;3;4;2;1;3;3;2;1;2;1;4;4;2;2;4;4;2;1;2;2;2;1;1;1;1;1;1,25;1,75;2,75;3,5;2,75;31
25;2;2; ;Germany;2;1;1;3;2;0;4;4;1;1;1;1;1;1;1;4;2;3;3;1;1;4;4;4;1;2;1;2;1;1;1;2;1;1;1;2;2;4;4;3;1;1;4;4;4;2;2;4;3;1;1;1;1;4;4;2;1;4;4;1;1;1;1;2;1;1;1;1;1,5;1;2,75;2,25;2,5;2,25;26
